Customer,State,Customer Lifetime Value,Response,Coverage,Coverage Index,Education,Education Index,Effective To Date,Employment Status,Employment Status Index,Gender,Income,Location,Location Index,Marital Status,Marital Status Index,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy Type Index,Policy,Policy Index,Renew Offer Type,Sales Channel,Sales Channel Index,Total Claim Amount,Vehicle Class,Vehicle Class Index,Vehicle Size,Vehicle Size Index
TG37259,California,4554.72,No,Extended,1,Master,3,1/22/11,Employed,1,M,39135,Suburban,1,Married,1,115,16,9,0,1,Personal Auto,0,Personal L2,1,2,Call Center,3,550.8,Four-Door Car,1,Medsize,1
NA56063,California,58075.67,No,Extended,1,College,1,1/22/11,Unemployed,0,M,0,Suburban,1,Married,1,178,32,66,0,2,Corporate Auto,1,Corporate L3,5,3,Branch,1,1220.91,SUV,4,Large,2
PE51299,California,14555.18,No,Basic,0,High School or Below,0,1/22/11,Employed,1,M,98585,Suburban,1,Married,1,90,39,109,0,2,Personal Auto,0,Personal L1,0,2,Branch,1,434.16,Four-Door Car,1,Small,0
WB37082,Arizona,8928.86,No,Basic,0,Bachelor,2,1/23/11,Unemployed,0,F,0,Suburban,1,Single,0,85,28,38,0,2,Personal Auto,0,Personal L3,2,3,Branch,1,913.13,Four-Door Car,1,Large,2
RC62865,Oregon,4748.47,No,Extended,1,College,1,1/23/11,Employed,1,M,69949,Rural,0,Single,0,124,38,120,0,1,Personal Auto,0,Personal L2,1,3,Agent,2,76.01,Four-Door Car,1,Medsize,1
HH90090,California,5503.46,No,Basic,0,Bachelor,2,1/23/11,Employed,1,F,39891,Suburban,1,Divorced,2,140,23,69,0,1,Personal Auto,0,Personal L2,1,2,Call Center,3,959.09,Sports Car,2,Small,0
BC62782,Arizona,18327.16,No,Basic,0,College,1,1/23/11,Employed,1,F,65521,Suburban,1,Married,1,155,39,107,1,2,Personal Auto,0,Personal L3,2,4,Call Center,3,745.2,SUV,4,Small,0
GV45403,Arizona,10472.12,No,Premium,2,Bachelor,2,1/23/11,Unemployed,0,M,0,Suburban,1,Divorced,2,150,43,18,0,3,Corporate Auto,1,Corporate L2,4,1,Branch,1,820.05,Two-Door Car,0,Medsize,1
VC34764,California,9475.89,Yes,Basic,0,College,1,1/23/11,Retired,3,M,36188,Suburban,1,Married,1,85,43,26,0,2,Personal Auto,0,Personal L2,1,1,Agent,2,408.24,Four-Door Car,1,Medsize,1
OS39723,Oregon,7560.67,No,Basic,0,Doctor,4,1/23/11,Employed,1,F,92698,Suburban,1,Married,1,93,45,90,0,7,Personal Auto,0,Personal L3,2,3,Call Center,3,447.12,Two-Door Car,0,Small,0
MS59005,Nevada,7982.96,No,Extended,1,Bachelor,2,1/23/11,Employed,1,M,58963,Suburban,1,Single,0,103,26,9,0,3,Personal Auto,0,Personal L3,2,1,Agent,2,492.48,Four-Door Car,1,Medsize,1
OL97871,Oregon,10101.36,No,Extended,1,Bachelor,2,1/23/11,Employed,1,F,66139,Urban,2,Married,1,127,41,0,1,7,Personal Auto,0,Personal L2,1,1,Agent,2,575.2,Four-Door Car,1,Medsize,1
AP23850,Washington,23991.59,No,Premium,2,High School or Below,0,1/23/11,Unemployed,0,F,0,Suburban,1,Married,1,154,41,1,0,2,Personal Auto,0,Personal L2,1,3,Branch,1,738.72,Two-Door Car,0,Medsize,1
NC58480,Nevada,6531.58,No,Basic,0,Bachelor,2,1/23/11,Employed,1,F,99588,Urban,2,Married,1,82,32,128,2,3,Personal Auto,0,Personal L3,2,4,Web,0,323.38,Four-Door Car,1,Medsize,1
TE13577,Oregon,3131.64,No,Basic,0,College,1,1/23/11,Unemployed,0,F,0,Suburban,1,Single,0,86,42,72,0,1,Personal Auto,0,Personal L1,0,3,Branch,1,854.17,Four-Door Car,1,Medsize,1
OB69153,California,3485.95,No,Basic,0,Bachelor,2,1/23/11,Employed,1,M,91900,Rural,0,Married,1,88,16,84,0,1,Personal Auto,0,Personal L1,0,4,Branch,1,37.78,Four-Door Car,1,Medsize,1
QJ40732,Arizona,6588.46,No,Basic,0,College,1,1/23/11,Employed,1,M,132278,Suburban,1,Married,1,82,1,49,1,5,Personal Auto,0,Personal L2,1,2,Agent,2,550.06,Four-Door Car,1,Small,0
AM97901,Nevada,31031.31,No,Premium,2,College,1,1/23/11,Employed,1,F,114522,Suburban,1,Single,0,259,18,50,0,2,Special Auto,2,Special L1,6,1,Branch,1,1804.86,Sports Car,2,Medsize,1
TX28465,Nevada,7028.26,No,Basic,0,College,1,1/23/11,Employed,1,M,71049,Rural,0,Married,1,88,41,30,0,6,Personal Auto,0,Personal L3,2,1,Branch,1,184.52,Four-Door Car,1,Medsize,1
ZR20842,Arizona,6903.73,No,Extended,1,College,1,1/23/11,Employed,1,M,127460,Urban,2,Married,1,171,8,72,1,1,Personal Auto,0,Personal L1,0,1,Branch,1,665.24,Sports Car,2,Medsize,1
BW46202,Oregon,8093.8,No,Extended,1,Bachelor,2,1/23/11,Medical Leave,2,F,38885,Rural,0,Married,1,105,8,113,0,3,Personal Auto,0,Personal L3,2,1,Web,0,102.63,Two-Door Car,0,Large,2
XO42145,Oregon,5310.65,Yes,Basic,0,High School or Below,0,1/23/11,Employed,1,M,35001,Suburban,1,Single,0,139,8,27,0,1,Personal Auto,0,Personal L1,0,2,Web,0,911.21,SUV,4,Medsize,1
EG56026,Nevada,4421.47,No,Extended,1,High School or Below,0,1/23/11,Employed,1,F,93505,Suburban,1,Married,1,109,11,16,2,1,Personal Auto,0,Personal L3,2,3,Agent,2,668.04,Two-Door Car,0,Medsize,1
DF94525,Oregon,6561.84,No,Basic,0,College,1,1/23/11,Medical Leave,2,M,34903,Suburban,1,Single,0,92,32,50,0,9,Personal Auto,0,Personal L3,2,1,Branch,1,534.98,Four-Door Car,1,Medsize,1
HQ82089,Arizona,16039.3,No,Premium,2,High School or Below,0,1/23/11,Unemployed,0,F,0,Suburban,1,Single,0,154,39,130,0,2,Personal Auto,0,Personal L3,2,1,Branch,1,1108.08,Four-Door Car,1,Medsize,1
WJ44028,California,13284.11,No,Extended,1,Master,3,1/23/11,Employed,1,M,127697,Suburban,1,Married,1,109,35,42,0,2,Personal Auto,0,Personal L3,2,2,Web,0,524.88,Two-Door Car,0,Medsize,1
RP30093,Oregon,66448.93,No,Premium,2,Bachelor,2,1/23/11,Employed,1,F,85097,Suburban,1,Married,1,207,27,131,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,991.44,SUV,4,Medsize,1
PY10605,Arizona,6254.69,No,Basic,0,Bachelor,2,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,95,0,116,0,3,Personal Auto,0,Personal L2,1,1,Agent,2,453.6,Two-Door Car,0,Medsize,1
OB88698,Oregon,7383.88,No,Basic,0,High School or Below,0,1/23/11,Employed,1,M,90584,Rural,0,Married,1,93,15,32,0,6,Personal Auto,0,Personal L3,2,4,Branch,1,31.04,Two-Door Car,0,Medsize,1
QB58745,California,3763.18,No,Basic,0,High School or Below,0,1/23/11,Employed,1,M,47151,Urban,2,Married,1,95,7,3,0,1,Personal Auto,0,Personal L2,1,4,Web,0,327.36,Two-Door Car,0,Large,2
CI24326,Oregon,4847.94,No,Extended,1,Bachelor,2,1/23/11,Unemployed,0,M,0,Suburban,1,Married,1,130,7,47,0,1,Personal Auto,0,Personal L3,2,4,Web,0,622.08,Four-Door Car,1,Medsize,1
SG20925,Washington,7000.83,No,Basic,0,Master,3,1/23/11,Employed,1,F,134228,Rural,0,Married,1,86,22,34,1,5,Personal Auto,0,Personal L3,2,1,Call Center,3,64.86,Four-Door Car,1,Medsize,1
MQ32284,California,16514.25,No,Basic,0,College,1,1/23/11,Employed,1,F,47430,Suburban,1,Married,1,138,3,42,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,935.5,SUV,4,Medsize,1
SW93780,Arizona,3238.3,No,Basic,0,Master,3,1/23/11,Retired,3,M,32646,Suburban,1,Divorced,2,89,16,43,0,1,Personal Auto,0,Personal L3,2,4,Web,0,427.68,Four-Door Car,1,Large,2
WC83942,Oregon,28195.5,No,Extended,1,Bachelor,2,1/23/11,Medical Leave,2,M,21753,Suburban,1,Married,1,109,36,26,0,2,Corporate Auto,1,Corporate L2,4,2,Web,0,668.1,Four-Door Car,1,Small,0
NV91476,California,12934.73,No,Premium,2,College,1,1/23/11,Employed,1,F,102068,Suburban,1,Married,1,161,8,131,0,7,Personal Auto,0,Personal L3,2,1,Web,0,771.12,Four-Door Car,1,Medsize,1
OO11531,Nevada,3429.74,No,Basic,0,Master,3,1/23/11,Employed,1,F,50119,Urban,2,Married,1,85,39,105,0,1,Personal Auto,0,Personal L2,1,2,Agent,2,392.73,Four-Door Car,1,Large,2
IC70693,California,21692.27,No,Basic,0,Bachelor,2,1/23/11,Employed,1,F,94689,Suburban,1,Married,1,269,34,20,0,7,Corporate Auto,1,Corporate L3,5,2,Web,0,1289.52,Luxury Car,3,Medsize,1
WC28543,Arizona,3238.89,No,Basic,0,Bachelor,2,1/23/11,Disabled,4,M,28339,Suburban,1,Married,1,86,28,99,0,1,Personal Auto,0,Personal L3,2,2,Call Center,3,414.72,Two-Door Car,0,Medsize,1
YB42706,Nevada,10944.81,No,Extended,1,College,1,1/23/11,Unemployed,0,M,0,Suburban,1,Married,1,103,0,123,0,2,Corporate Auto,1,Corporate L1,3,3,Branch,1,492.48,Two-Door Car,0,Small,0
PR23514,California,10346.7,No,Basic,0,College,1,1/23/11,Employed,1,M,81248,Rural,0,Divorced,2,269,9,59,1,1,Personal Auto,0,Personal L3,2,2,Web,0,218.18,Luxury SUV,5,Medsize,1
KN27565,Oregon,10313.55,No,Basic,0,Master,3,1/23/11,Employed,1,M,46001,Rural,0,Single,0,265,11,117,0,1,Special Auto,2,Special L2,7,3,Agent,2,610.06,Luxury SUV,5,Small,0
OI98135,Washington,5310.65,Yes,Basic,0,High School or Below,0,1/23/11,Employed,1,M,35001,Suburban,1,Single,0,139,8,27,0,1,Personal Auto,0,Personal L3,2,2,Web,0,911.21,SUV,4,Medsize,1
FR82361,Arizona,14145,No,Extended,1,Doctor,4,1/23/11,Employed,1,M,82926,Suburban,1,Single,0,119,32,16,0,2,Personal Auto,0,Personal L3,2,1,Branch,1,570.24,Four-Door Car,1,Large,2
TY87896,California,16032.46,No,Basic,0,High School or Below,0,1/23/11,Unemployed,0,M,0,Suburban,1,Married,1,146,31,74,0,2,Personal Auto,0,Personal L2,1,2,Branch,1,699.84,SUV,4,Medsize,1
CM66204,Arizona,36140.1,No,Basic,0,College,1,1/23/11,Employed,1,F,35552,Urban,2,Married,1,153,43,9,1,2,Personal Auto,0,Personal L2,1,1,Call Center,3,480.35,SUV,4,Large,2
BA26944,Nevada,10248,No,Basic,0,Bachelor,2,1/23/11,Unemployed,0,M,0,Suburban,1,Married,1,142,0,22,0,4,Corporate Auto,1,Corporate L3,5,2,Agent,2,680.4,SUV,4,Small,0
QM39493,California,4724.98,No,Extended,1,High School or Below,0,1/23/11,Disabled,4,M,22560,Suburban,1,Married,1,123,39,68,1,1,Personal Auto,0,Personal L3,2,1,Call Center,3,783.84,Four-Door Car,1,Medsize,1
LG53863,Oregon,5051.12,No,Basic,0,High School or Below,0,1/23/11,Disabled,4,F,17676,Suburban,1,Divorced,2,135,41,99,0,1,Personal Auto,0,Personal L2,1,1,Agent,2,694.58,SUV,4,Medsize,1
ME99882,Arizona,12484.19,No,Premium,2,Bachelor,2,1/23/11,Employed,1,M,115633,Urban,2,Married,1,157,7,74,0,4,Personal Auto,0,Personal L3,2,2,Call Center,3,467.46,Two-Door Car,0,Large,2
RM83767,Washington,8060.84,No,Extended,1,College,1,1/23/11,Employed,1,M,86411,Urban,2,Single,0,115,12,89,5,5,Personal Auto,0,Personal L3,2,3,Agent,2,503.41,Four-Door Car,1,Medsize,1
NB40107,Arizona,3638.86,No,Extended,1,High School or Below,0,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,103,45,113,0,1,Corporate Auto,1,Corporate L1,3,1,Web,0,738.72,Four-Door Car,1,Small,0
HC60268,Oregon,11267.13,No,Premium,2,College,1,1/23/11,Employed,1,M,54142,Suburban,1,Divorced,2,140,28,35,0,3,Personal Auto,0,Personal L2,1,1,Web,0,1185.86,Four-Door Car,1,Medsize,1
WY17333,California,6388.5,No,Basic,0,High School or Below,0,1/23/11,Employed,1,M,74770,Suburban,1,Single,0,82,9,30,0,3,Personal Auto,0,Personal L3,2,1,Branch,1,395.28,Four-Door Car,1,Medsize,1
OX21474,California,3642.78,No,Basic,0,High School or Below,0,1/23/11,Employed,1,M,119970,Suburban,1,Single,0,93,8,3,1,1,Personal Auto,0,Personal L1,0,3,Web,0,447.12,Four-Door Car,1,Medsize,1
SM36624,Arizona,9523.95,No,Extended,1,High School or Below,0,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,279,43,130,0,1,Personal Auto,0,Personal L3,2,2,Call Center,3,2012.04,Luxury SUV,5,Medsize,1
JH36501,Arizona,3385.64,No,Basic,0,Doctor,4,1/23/11,Employed,1,M,131859,Urban,2,Single,0,85,28,66,0,1,Personal Auto,0,Personal L3,2,4,Agent,2,241.33,Four-Door Car,1,Medsize,1
KN57002,Arizona,12171.49,No,Extended,1,Bachelor,2,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,176,43,51,0,4,Corporate Auto,1,Corporate L2,4,1,Agent,2,1263.6,SUV,4,Small,0
JR45097,Oregon,17252.86,No,Basic,0,College,1,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,248,0,127,0,9,Personal Auto,0,Personal L3,2,2,Agent,2,1883.05,Luxury SUV,5,Medsize,1
PU34934,Arizona,14032.39,No,Extended,1,College,1,1/23/11,Employed,1,F,30511,Suburban,1,Married,1,119,1,55,0,2,Personal Auto,0,Personal L3,2,3,Branch,1,855.36,Four-Door Car,1,Medsize,1
FI77477,Washington,5710.4,No,Extended,1,College,1,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,170,20,61,0,1,Personal Auto,0,Personal L1,0,4,Agent,2,1224.72,SUV,4,Small,0
ZV36800,Oregon,5719.74,No,Basic,0,Bachelor,2,1/23/11,Disabled,4,M,19543,Suburban,1,Married,1,153,15,0,0,1,Corporate Auto,1,Corporate L3,5,3,Branch,1,732.24,Sports Car,2,Medsize,1
XB32430,California,7718.95,No,Basic,0,Bachelor,2,1/23/11,Employed,1,M,92262,Rural,0,Married,1,97,45,53,0,5,Personal Auto,0,Personal L2,1,4,Branch,1,200.8,Four-Door Car,1,Medsize,1
RT37588,Arizona,15144.9,No,Extended,1,High School or Below,0,1/23/11,Employed,1,F,93512,Rural,0,Married,1,126,42,27,0,2,Personal Auto,0,Personal L1,0,2,Agent,2,25.88,Two-Door Car,0,Medsize,1
LF75926,Arizona,6064.08,No,Basic,0,College,1,1/23/11,Unemployed,0,M,0,Suburban,1,Married,1,85,22,7,0,5,Personal Auto,0,Personal L3,2,2,Agent,2,408.24,Four-Door Car,1,Medsize,1
SR71068,Washington,5310.65,Yes,Basic,0,High School or Below,0,1/23/11,Employed,1,M,35001,Suburban,1,Single,0,139,8,27,0,1,Personal Auto,0,Personal L3,2,2,Web,0,911.21,SUV,4,Medsize,1
LO57469,Oregon,10618,No,Extended,1,High School or Below,0,1/23/11,Employed,1,F,101912,Rural,0,Married,1,131,45,27,0,7,Corporate Auto,1,Corporate L3,5,2,Agent,2,58.16,Four-Door Car,1,Medsize,1
WG33213,California,3790.91,No,Basic,0,Bachelor,2,1/23/11,Employed,1,F,74257,Suburban,1,Divorced,2,95,42,53,1,1,Personal Auto,0,Personal L2,1,4,Call Center,3,453.6,Four-Door Car,1,Medsize,1
DP97298,California,13108.89,No,Extended,1,High School or Below,0,1/23/11,Employed,1,M,44807,Rural,0,Single,0,166,1,128,0,4,Personal Auto,0,Personal L2,1,1,Call Center,3,55.28,Sports Car,2,Medsize,1
PR13091,Oregon,12428.68,No,Basic,0,College,1,1/23/11,Employed,1,F,74982,Urban,2,Single,0,158,1,103,0,5,Personal Auto,0,Personal L3,2,1,Web,0,419.38,Sports Car,2,Medsize,1
SP41790,California,14341.6,No,Extended,1,Bachelor,2,1/23/11,Unemployed,0,M,0,Suburban,1,Married,1,130,15,22,0,2,Personal Auto,0,Personal L3,2,2,Agent,2,622.08,Four-Door Car,1,Small,0
SD61306,Arizona,7042.83,No,Basic,0,High School or Below,0,1/23/11,Employed,1,M,82162,Rural,0,Married,1,89,11,111,0,4,Personal Auto,0,Personal L3,2,4,Agent,2,88.32,Four-Door Car,1,Small,0
KX80728,Washington,8319.2,No,Extended,1,High School or Below,0,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,120,5,32,0,4,Personal Auto,0,Personal L2,1,1,Agent,2,1270.82,Four-Door Car,1,Medsize,1
GO44613,Nevada,32482.5,No,Basic,0,High School or Below,0,1/23/11,Medical Leave,2,F,25877,Suburban,1,Married,1,143,16,73,1,2,Personal Auto,0,Personal L1,0,1,Branch,1,686.88,SUV,4,Medsize,1
NL44360,Oregon,3525.05,No,Basic,0,Bachelor,2,1/23/11,Retired,3,F,18122,Suburban,1,Divorced,2,96,41,105,0,1,Personal Auto,0,Personal L3,2,3,Call Center,3,460.08,Four-Door Car,1,Medsize,1
VS73599,Arizona,9475.89,Yes,Basic,0,College,1,1/23/11,Retired,3,M,36188,Suburban,1,Married,1,85,43,26,0,2,Personal Auto,0,Personal L2,1,1,Agent,2,408.24,Four-Door Car,1,Medsize,1
PR74307,California,3502.7,No,Basic,0,High School or Below,0,1/23/11,Unemployed,0,M,0,Suburban,1,Married,1,95,23,63,1,1,Corporate Auto,1,Corporate L2,4,2,Agent,2,667.17,Four-Door Car,1,Medsize,1
TF35512,Oregon,9484.63,No,Extended,1,College,1,1/23/11,Employed,1,F,64958,Suburban,1,Married,1,119,5,69,0,3,Corporate Auto,1,Corporate L3,5,3,Agent,2,570.24,Four-Door Car,1,Medsize,1
GZ77449,California,19493.73,No,Basic,0,College,1,1/23/11,Employed,1,M,78910,Suburban,1,Single,0,251,9,18,0,5,Corporate Auto,1,Corporate L3,5,4,Branch,1,1205.28,Luxury Car,3,Medsize,1
YO81676,Oregon,2892.9,No,Basic,0,Bachelor,2,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,88,4,96,0,1,Corporate Auto,1,Corporate L1,3,4,Web,0,927.15,Two-Door Car,0,Medsize,1
JP27787,Oregon,7660.08,No,Basic,0,College,1,1/23/11,Employed,1,F,88796,Rural,0,Divorced,2,97,22,132,0,4,Personal Auto,0,Personal L2,1,2,Agent,2,231.43,Four-Door Car,1,Medsize,1
RV75918,California,10542.85,No,Extended,1,College,1,1/23/11,Employed,1,F,93367,Urban,2,Married,1,131,26,96,0,8,Personal Auto,0,Personal L3,2,3,Agent,2,460.93,Four-Door Car,1,Medsize,1
GB70718,Arizona,3230.6,No,Basic,0,High School or Below,0,1/23/11,Medical Leave,2,F,38672,Suburban,1,Married,1,82,15,68,0,1,Personal Auto,0,Personal L1,0,2,Web,0,479.29,Four-Door Car,1,Small,0
JQ68425,California,17441.21,No,Basic,0,College,1,1/23/11,Employed,1,M,78619,Rural,0,Married,1,146,30,124,0,2,Corporate Auto,1,Corporate L2,4,1,Agent,2,90.79,SUV,4,Small,0
TN56613,Arizona,7233.66,No,Extended,1,Bachelor,2,1/23/11,Employed,1,F,113091,Urban,2,Married,1,180,35,24,0,1,Personal Auto,0,Personal L3,2,4,Web,0,651.14,Sports Car,2,Medsize,1
GF35623,California,7946.93,No,Extended,1,High School or Below,0,1/23/11,Unemployed,0,F,0,Suburban,1,Single,0,109,28,50,0,4,Personal Auto,0,Personal L2,1,1,Branch,1,787.32,Four-Door Car,1,Small,0
FG18525,Nevada,2867.63,No,Basic,0,Bachelor,2,1/23/11,Unemployed,0,M,0,Rural,0,Married,1,82,23,19,1,1,Personal Auto,0,Personal L3,2,4,Web,0,81.81,Two-Door Car,0,Medsize,1
LC42182,Nevada,41097.43,No,Premium,2,High School or Below,0,1/23/11,Employed,1,F,86833,Rural,0,Divorced,2,342,5,101,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,570.29,Luxury SUV,5,Medsize,1
QD69852,Oregon,3931.52,No,Extended,1,Bachelor,2,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,119,39,109,0,1,Personal Auto,0,Personal L1,0,3,Agent,2,855.36,Four-Door Car,1,Medsize,1
LQ20969,California,8356.49,No,Extended,1,Bachelor,2,1/23/11,Employed,1,M,80356,Urban,2,Married,1,105,0,84,1,8,Personal Auto,0,Personal L1,0,1,Branch,1,464.12,Four-Door Car,1,Large,2
IP84574,Oregon,11060.67,No,Basic,0,College,1,1/23/11,Employed,1,F,74034,Suburban,1,Single,0,97,24,80,3,2,Corporate Auto,1,Corporate L3,5,1,Branch,1,632.78,Four-Door Car,1,Small,0
WI58274,Oregon,11121.92,No,Basic,0,College,1,1/23/11,Employed,1,F,92152,Rural,0,Married,1,138,15,109,0,4,Personal Auto,0,Personal L1,0,2,Agent,2,113.53,Sports Car,2,Medsize,1
IN78205,Arizona,11244.2,No,Basic,0,College,1,1/23/11,Unemployed,0,F,0,Suburban,1,Single,0,159,24,12,0,3,Personal Auto,0,Personal L1,0,1,Agent,2,1146.96,SUV,4,Medsize,1
MN19541,Arizona,2692.95,No,Basic,0,College,1,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,82,24,130,0,1,Personal Auto,0,Personal L1,0,2,Web,0,530.84,Four-Door Car,1,Medsize,1
EC51047,California,12035.48,No,Extended,1,Bachelor,2,1/23/11,Employed,1,F,43188,Suburban,1,Single,0,109,20,30,3,2,Personal Auto,0,Personal L2,1,2,Agent,2,740.23,Four-Door Car,1,Small,0
RA34556,California,6585.24,No,Basic,0,High School or Below,0,1/23/11,Disabled,4,M,27240,Suburban,1,Divorced,2,93,35,70,2,6,Corporate Auto,1,Corporate L3,5,1,Branch,1,447.12,Four-Door Car,1,Medsize,1
NB87421,Arizona,11198.21,No,Premium,2,High School or Below,0,1/23/11,Employed,1,M,105555,Rural,0,Married,1,139,14,14,0,5,Corporate Auto,1,Corporate L3,5,3,Agent,2,133.84,Four-Door Car,1,Medsize,1
SH36838,Arizona,6957.79,No,Basic,0,High School or Below,0,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,100,30,68,0,3,Personal Auto,0,Personal L3,2,1,Branch,1,719.28,Four-Door Car,1,Medsize,1
GO27855,Oregon,9292.95,No,Extended,1,College,1,1/23/11,Employed,1,F,87210,Rural,0,Married,1,116,30,41,0,3,Personal Auto,0,Personal L3,2,2,Web,0,227.19,Four-Door Car,1,Small,0
AN80983,Oregon,7044.76,No,Basic,0,College,1,1/23/11,Employed,1,M,115723,Suburban,1,Married,1,88,16,61,0,5,Corporate Auto,1,Corporate L2,4,4,Web,0,421.2,Four-Door Car,1,Medsize,1
JW16295,California,14413.4,No,Extended,1,High School or Below,0,1/23/11,Employed,1,F,74939,Suburban,1,Divorced,2,120,1,3,0,2,Personal Auto,0,Personal L2,1,1,Web,0,576.72,Two-Door Car,0,Medsize,1
HP68848,Arizona,12373.72,No,Premium,2,High School or Below,0,1/23/11,Employed,1,F,72619,Suburban,1,Married,1,155,1,11,1,8,Corporate Auto,1,Corporate L3,5,1,Call Center,3,745.2,Four-Door Car,1,Small,0
WP10197,Nevada,5310.65,Yes,Basic,0,High School or Below,0,1/23/11,Employed,1,M,35001,Suburban,1,Single,0,139,8,27,0,1,Personal Auto,0,Personal L3,2,2,Web,0,911.21,SUV,4,Medsize,1
DA84476,Oregon,9475.89,Yes,Basic,0,College,1,1/23/11,Retired,3,M,36188,Suburban,1,Married,1,85,43,26,0,2,Corporate Auto,1,Corporate L3,5,1,Agent,2,408.24,Four-Door Car,1,Medsize,1
WU95334,California,9475.89,Yes,Basic,0,College,1,1/23/11,Retired,3,M,36188,Suburban,1,Married,1,85,43,26,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,408.24,Four-Door Car,1,Medsize,1
FG15154,California,9774.89,No,Extended,1,Bachelor,2,1/23/11,Employed,1,M,44304,Suburban,1,Married,1,126,23,53,0,8,Personal Auto,0,Personal L1,0,2,Call Center,3,602.64,Four-Door Car,1,Medsize,1
BP69529,Arizona,13386.47,No,Extended,1,Bachelor,2,1/23/11,Employed,1,M,41315,Suburban,1,Divorced,2,177,47,103,2,3,Corporate Auto,1,Corporate L3,5,2,Agent,2,1328.63,SUV,4,Medsize,1
JV44724,Arizona,13845.33,No,Basic,0,Bachelor,2,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,138,23,104,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,991.44,Sports Car,2,Medsize,1
LY30169,California,4536.36,No,Extended,1,High School or Below,0,1/23/11,Employed,1,M,101542,Rural,0,Married,1,113,31,53,1,1,Corporate Auto,1,Corporate L3,5,4,Agent,2,88.83,Four-Door Car,1,Medsize,1
GR76453,Oregon,6672.88,No,Basic,0,High School or Below,0,1/23/11,Employed,1,M,110826,Urban,2,Divorced,2,84,23,4,0,3,Personal Auto,0,Personal L2,1,2,Branch,1,360.36,Four-Door Car,1,Medsize,1
JM98365,Nevada,7779.34,No,Basic,0,Doctor,4,1/23/11,Employed,1,M,89311,Suburban,1,Married,1,97,15,89,0,6,Personal Auto,0,Personal L2,1,2,Web,0,466.56,Four-Door Car,1,Medsize,1
MV97958,Arizona,3887.5,No,Basic,0,Bachelor,2,1/23/11,Employed,1,F,54709,Rural,0,Married,1,99,4,36,0,1,Personal Auto,0,Personal L3,2,2,Branch,1,167.12,Four-Door Car,1,Medsize,1
VK94891,Nevada,2816.92,No,Basic,0,High School or Below,0,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,84,35,41,0,1,Personal Auto,0,Personal L3,2,2,Web,0,602.64,Two-Door Car,0,Medsize,1
CM94209,Oregon,4167.08,No,Extended,1,High School or Below,0,1/23/11,Employed,1,F,124398,Urban,2,Married,1,104,34,36,2,1,Personal Auto,0,Personal L2,1,1,Agent,2,375.95,Four-Door Car,1,Medsize,1
UQ40371,Nevada,4526.47,No,Extended,1,Master,3,1/23/11,Employed,1,F,74735,Urban,2,Married,1,112,38,99,0,1,Special Auto,2,Special L3,8,4,Branch,1,409.5,Four-Door Car,1,Large,2
SN63066,Nevada,9658.03,No,Basic,0,Bachelor,2,1/23/11,Employed,1,F,38075,Urban,2,Married,1,246,41,113,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,718.32,Luxury Car,3,Medsize,1
HS74723,Arizona,23546.21,No,Extended,1,College,1,1/23/11,Employed,1,F,109308,Suburban,1,Married,1,293,1,108,0,3,Personal Auto,0,Personal L3,2,4,Web,0,1406.16,Luxury SUV,5,Small,0
BS91742,Washington,24800.27,No,Extended,1,College,1,1/23/11,Employed,1,M,67040,Suburban,1,Divorced,2,316,42,20,0,9,Personal Auto,0,Personal L3,2,3,Web,0,2274.48,Luxury Car,3,Large,2
ZN18884,California,8724,No,Basic,0,Bachelor,2,1/23/11,Unemployed,0,M,0,Suburban,1,Single,0,88,23,55,0,2,Corporate Auto,1,Corporate L2,4,4,Call Center,3,421.2,Four-Door Car,1,Medsize,1
UI64573,Oregon,4684.74,No,Extended,1,High School or Below,0,1/23/11,Employed,1,F,128095,Rural,0,Married,1,116,24,14,3,1,Personal Auto,0,Personal L1,0,2,Web,0,230.22,Four-Door Car,1,Medsize,1
JM59803,California,7753.59,No,Basic,0,Doctor,4,1/23/11,Employed,1,M,83398,Urban,2,Divorced,2,99,12,82,3,6,Personal Auto,0,Personal L2,1,3,Agent,2,463.43,Two-Door Car,0,Medsize,1
